id	article_id	publish_dt	update_dt	title
215906	01aab552-4ee1-531f-8995-2bd1bc82a372	2008-07-12		Latin, jazz sounds merge in hands of mambo king
215905	7aefb8f9-52e8-5ad9-a06c-e2c714acaef1	2008-07-12		Daily Horoscope Saturday July 12, 2008
215904	4dca745c-b385-521a-9a01-d18c4b31c15c	2008-07-12	2015-11-06	Woman remains in critical condition after bike accident in Newport News
215903	aef1aff3-42d7-58bd-b8d2-cef16f096c17	2008-07-12	2015-11-06	Here's a tip: Remember the pizza delivery driver
215902	cba67b0b-8a17-58bf-bf36-0c5833fc0627	2008-07-12	2015-11-06	Suffolk man pleads guilty to participating in gang
215901	037ab06f-c799-56a5-b2f4-e83c3f8b1e7d	2008-07-12	2015-11-06	Man seriously injured in Suffolk shooting
215900	f4a3c3c8-337e-596d-a368-ad79486245de	2008-07-12	2015-11-06	Drake defense
215899	c9fe8def-2e98-5db1-9698-adcd473b0f17	2008-07-12	2015-11-06	Youths ditch part of summer to pitch in for Portsmouth
215898	55d14fb6-17a5-5f8b-a1e0-bff6456e5070	2008-07-12	2015-11-06	Suffolk police make arrests in catalytic converter thefts
215897	53105d16-0504-58c2-a2c3-f402185d864c	2008-07-12	2015-11-06	Navy's explosives team adds to its wartime skills
215896	4c7efd9b-8564-508c-aab2-4b45b39d90ee	2008-07-12	2015-11-06	Children get lessons from Mother Nature at camp in Beach
215895	2e2f2571-4bed-5f60-a3e8-4d3a7f0b2cf3	2008-07-12	2015-11-06	Measurement sites record decline in cars
215894	8645e5b9-923e-5c32-91aa-7ad5460a9875	2008-07-12	2015-11-06	Sketchbook fan
215893	50264393-5fc7-5164-b882-f9279fa42782	2008-07-12	2015-11-06	Three charged in plot to kill Virginia Beach police detectives
215892	83173093-24c8-5e93-bc77-2299f20b65ef	2008-07-12	2015-11-06	Southbound lanes close Sunday on James River Bridge
215891	f28f6488-19f1-5381-9e62-aba2bac67184	2008-07-12		Masonic spat over member's suspension goes to court
215890	f5433471-c466-57da-89c0-451c47ca2080	2008-07-12		Tides 4, Pawtucket 0
215889	a6b301a6-1341-567c-a437-9821cbedb023	2008-07-12		Police identify victim in fatal Chesapeake crash
215888	c07901a8-8c26-5caa-bcc6-b96f140f25ed	2008-07-12		With guns, no second chances
215887	d5b4a6d0-a999-5803-a9fb-3791ba2769ee	2008-07-12		This is no way to run Medicare
215886	fd7e08c5-3e9f-581a-b3c1-d84f799d868d	2008-07-12		Ode to democracy
215885	f029db25-c87d-549c-bc95-eca1a94aa4de	2008-07-12		Ubiquitous sidearms
215884	06a232e8-e543-5c15-9508-c0511a756135	2008-07-12		ODU's Onesi leads heading into third round of Men's Am
215883	05d75c7f-b095-5ad4-95d3-6b75149e49fa	2008-07-12		Accidents on interstates in Norfolk effect traffic
215882	ca7f2d6b-74ff-5afe-8669-ed5d5cb779a4	2008-07-12		Once-quiet zone in Suffolk now blasted by train horns
215881	80189176-eb8f-5a28-87d5-520a24e517b9	2008-07-12		No jail for man who bought pets with bad checks
215880	ffa2117e-f45b-5263-9e93-443267293cb0	2008-07-12		Fire damages home in Virginia Beach's Lake Edward area
215879	b5a52140-5ed9-5f32-b170-7b993b4c4929	2008-07-12		The high cost of tolls
215878	88d71ae8-c3a7-599d-b683-d72cd41fcce2	2008-07-12		Analysts: Smithfield will bounce back from stock slump
215877	42b8f0bd-8f2a-5b7b-8181-04ade07083c1	2008-07-12		Beach's July Fourth towing fest lights a fuse with locals
215876	ed8d1277-4645-5079-a233-21b15aaaa049	2008-07-12		Whitehurst gets it right on hotel vote
215875	82833628-8f71-5409-ba92-ec122cd00bff	2008-07-12		There's fewer cars on the road. Thank high gas prices
215874	28c72aad-7e83-5231-b8d6-74305e4624af	2008-07-12		Petition challenges winter crab dredging ban in Bay
215873	4ca52097-bd85-55ea-9e70-9c118bee6e20	2008-07-12		Man gets three years for burning siter's Suffolk condo
215872	76a19c83-a5a6-59aa-9305-2118d67cfe55	2008-07-12		Gumdrops and gas taxes
215871	e633758b-3673-50dc-bfac-329693bbe8e3	2008-07-12		Admirals agree to new lease at Scope
215870	54bf9897-bb44-5a05-9a27-897f786d14b4	2008-07-12		Suffolk's Doughtie wins Virginia Women’s Amateur golf tourney
215869	52595de6-d6ce-5c93-bd5e-0937009fd9bd	2008-07-12		50 years (and retirement!) can't keep Beach cook out of kitchen
215868	d6e77e40-87f9-5758-a785-6748de5deeaf	2008-07-12		Correction from The Virginian-Pilot
215867	4c4e5fc4-3eec-59a6-9476-99ec85472970	2008-07-12		Eight rental carts stolen from Norfolk airport
215866	cf4c5d73-8bd2-53e8-a74d-5caf09a0b92a	2008-07-12		When a hybrid isn't enough - hypermilers go to the extreme
215865	4d370ed9-635a-54a1-a456-4478a38eba40	2008-07-12		Life in context
215864	3f7d9d0b-e2cc-5ecf-9f3a-73826e10ff48	2008-07-13	2016-11-17	Kyle Busch master of disguise in victory
215863	a9cb2d9e-8360-5adb-83a8-b3bb5418bee0	2008-07-13	2016-11-12	Kyle Busch wins 7th in a shootout
215862	298048b9-33b1-5960-ac0b-263edc5e099d	2008-07-13	2016-11-12	Stewart's exit puts other moves on the fast track
215861	7217b3d9-0235-592e-addd-368ad7794617	2008-07-13		Misleading title aside, epic biography 'Huang Shi' delivers
215860	c32d3589-3c95-546b-8b59-e9449e99a9d0	2008-07-13		Eddie Murphy sinks to a new low in 'Meet Dave’
215859	ade16fe0-3284-5346-b42a-b27173747966	2008-07-13		Daily Horoscope Sunday July 13, 2008
215858	8aab153a-07d4-52ea-8f4a-ec70c7549da0	2008-07-13		Reviews: Dull, stodgy 'Mongol'; 'Huang' epic delivers
215857	0a6e84bc-a740-5e51-90f2-a033a77e2ba3	2008-07-13	2015-12-10	New coach hopes to turn around First Flight’s losing record
215856	bc98a97b-db58-5039-9281-c9b44efcd160	2008-07-13		Passing the buck on roads
215855	b09ea090-60e6-5382-8677-de14b8f5386e	2008-07-13	2015-11-06	Coast Guard cutter Tampa returns after Caribbean mission
215854	28c80cfa-c4d2-5602-9d78-0ffe48bcc3ab	2008-07-13	2015-11-06	Tourism cuts taxes
215853	9c6f361f-ced8-5924-838f-a2f71391d693	2008-07-13	2015-11-06	Company recycles discarded clothes with Norfolk's help
215852	973cbe69-6bea-563a-a1a0-fa51feb02e2a	2008-07-13	2015-11-06	Bad choices, not seat-belt laws, are to blame in traffic deaths
215851	b3d3d13e-e783-552d-a59b-3e181aae9856	2008-07-13	2015-11-06	Trash talk
215850	a7955b90-a738-58a9-9c52-f4fe25509939	2008-07-13	2015-11-06	Liberty levy
215849	ea8c0d65-2d47-5c1f-8c4a-aa6603a52d7e	2008-07-13	2015-11-06	Pair's Holocaust stories have spanned the generations
215848	7c64d7aa-b6d8-5268-a3bd-3fbcb840733c	2008-07-13	2015-11-06	Hurricane Bertha should make for good surfing
215847	263f69d1-0799-52cc-ad2d-35ca94cb18c5	2008-07-13	2015-11-06	California stars charge into today's tennis tourney kickoff in Beach
215846	67e5725f-3bf8-5d44-918c-0b2834eca6ef	2008-07-13	2015-11-06	Homework before football
215845	711a3779-5df7-5a4d-9595-8f788e096ed0	2008-07-13	2015-11-06	Contestants claw their way to glory in Beach
215844	2a315a61-da78-58f9-9246-fdd0e251220a	2008-07-13		New vision for DePaul is too narrow
215843	309ab416-c6a2-5be5-b50c-51010f6bfd30	2008-07-13		Pawtucket 2, Tides 1
215842	4f363962-efbd-5f4d-9bfc-7d740b78b766	2008-07-13		How Virginia's members of Congress voted last week
215841	d2d37d7e-2890-5c2b-a4e3-a50eb91d05c2	2008-07-13		VIDEO: And for this Chesapeake officer's next trick, magic with a message
215840	fa090db1-137d-5ae2-9c48-fa138c39d090	2008-07-13		Silent warnings
215839	d924dcbc-3c1b-564e-b939-d386f9800868	2008-07-13		Eustaquio ahead by 2 shots with one round to go in Men's Am
215838	d81cbd79-c335-5cab-9a7d-2a47e3ef7d3b	2008-07-13		Elizabeth City councilman's sentencing for felony delayed
215837	88a0c879-5596-5b2f-95fb-cb1ff32b9094	2008-07-13		New transitions, awkward moments for staffers
215836	a18b03a9-c5ab-5261-8959-594c28fcd585	2008-07-13		Loopholes give schools a pass even when scores fall short
215835	5e85e5d9-1bd9-5e73-ac92-2e9c8d8ae85c	2008-07-13		Colleagues recall Tony Snow as generous and 'solid as a rock'
215834	abd937dc-8bb2-54c1-8c8c-3efdbe2e1707	2008-07-13		Questionable raise
215833	51b0af19-b175-5a89-8a62-20d9c8abd9f2	2008-07-13		Curbside recycling slated to begin in Nags Head
215832	053d3499-1df8-54d0-b007-611938752cb8	2008-07-13		Botanical Garden's eaglet gets beak job
215831	f79a1205-5392-57a3-9ea8-195724e94fae	2008-07-13		Newport News bicyclist dies after Saturday morning accident
215830	5fb35077-6bb7-5ed0-9e69-ad5ede50fbd4	2008-07-13		Video: By whom the bells toll
215829	d3e98fde-7583-5624-8009-68b556d60195	2008-07-13		Johnny and his Paradise trees
215828	60dd7a09-6769-53b7-a383-cff3a7c91aac	2008-07-13		Hyde County emergency chief quits to take new job
215827	0640e262-98a9-5f37-8c2d-990a386c521e	2008-07-13		Feeling the pinch: How much are higher prices costing you?
215826	14670a56-b093-57f7-b7c5-2ff94962d822	2008-07-13		Hyde County landmark set to reopen in 2010
215825	3ade89a5-a59b-57ea-b08c-165715d29d50	2008-07-13		Angler lands first billfish in a bittersweet moment
215824	d172e72c-aeb8-53d5-aab9-9ef83cd93e15	2008-07-13		New fire appears in Dismal Swamp; dry weather's effects weighed
215823	e0d62d28-de5a-546c-9070-75f460542a8b	2008-07-13		Kayak connection: A new way to experience Hoffler Creek
215822	b7ea3ca6-65ea-5fa8-b6cb-e60541015081	2008-07-13		Sports world's Richter scale needs a timeout
215821	ed54edbf-28f7-5428-93df-46abf455f22d	2008-07-13		Police investigate body found floating in Little Creek Marina
215820	0ffb87ee-1552-5aff-a2bf-5996cf880dda	2008-07-13		Q&A: Let's see more hardy amaryllis grown outdoors
215819	77104912-25a4-5a29-ab37-cb373fc53510	2008-07-13		Dismal Swamp crews work to contain new fire
215818	0f32b984-e40b-57c2-a041-ca04d628f4c5	2008-07-13		It's a sprawled-out history at the Beach
215817	69bdd746-1622-5f79-89c8-4318c684639a	2008-07-13		Cindy McCain's Operation Smile work is personal, not political
215816	832f0d51-4c27-5b44-bbba-9f3b1b0b60a7	2008-07-13		Navy plan would curtail bombing, search for mines, assist whales
215815	e36dc02d-50c6-5a3e-bdd6-a5cd8d24ed36	2008-07-13		Gardening reminders
215814	9011e8a3-9829-570a-90e8-42f517642aa4	2008-07-13		SPSA passes on chance to remake the agency
215813	1073a5af-9178-5eb7-ab7d-3c9e0d83409c	2008-07-13		Multi-sport future for Sportsplex gleams in organizers' eyes
215812	a4b4c079-7e22-5307-a350-0a1d679175d2	2008-07-13		Ideas dwindle on use for vacant school In Elizabeth City
215811	01f23253-de45-57cc-bbdd-8a21f022f58f	2008-07-13		Late on light rail
215810	be39810a-782c-5d80-a3a7-1869b58cb2ce	2008-07-13		Motorcyclist injured on I-64 by Hampton Roads Bridge-Tunnel
215809	d89abb65-96ed-5b29-b057-1cd92e78556a	2008-07-14		On the road again
215808	b5c0cbad-98e1-5174-8339-2653262fe9c8	2008-07-14	2016-12-28	An old friend revisited at the Flagship
215807	eef91d78-47aa-5006-b3d9-802bf48fbe37	2008-07-14	2016-11-17	Newman to leave Penske after this season
215806	825996ee-487f-5231-a5c7-57a773ec1a97	2008-07-14	2016-11-12	With fruits of victory, Busch savors some valuable lessons
215805	a0f61470-a0bc-573b-86d1-854450a9fc75	2008-07-14		Vans Warped Tour to pack in a Virginia Beach party Tuesday
215804	43e8829c-2d48-5ac8-8a83-39298eb5ac63	2008-07-14		Daily Horoscope Monday July 14, 2008
215803	5f69cc21-afa8-5fcc-911b-e2ad73e9fadf	2008-07-14		Spanish duo moves to a different beat
215802	ec28ff0e-77bd-56d7-8380-b27237d55ff0	2008-07-14		Whatever happened to ... the ex-Marine who saw a UFO?
215801	8a39bc99-9970-5480-bc3a-fdfeb0b24441	2008-07-14	2015-11-06	Firefighters raffle strong bodies for charity
215800	5d2886a3-3592-5b75-857e-836cffdc41cc	2008-07-14	2015-11-06	Death of Norfolk houseboat resident ruled accidental drowning
215799	fbecdbce-d375-56f1-abd0-1860dfcc6311	2008-07-14	2015-11-06	John White's art comes home
215798	1fa3164e-1f7f-52ce-b19f-c12cc866e3f7	2008-07-14	2015-11-06	Elderly in Portsmouth road's path warrant special help
215797	7a37e676-8a07-5e58-9e73-719b28357aac	2008-07-14	2015-11-06	People make us the way we are
215796	fc16c5d4-b066-5783-9e90-aa0d062f2f22	2008-07-14	2015-11-06	Landmark Communications sells Nashville TV station
215795	1d6f919a-b1d0-50a4-85d0-e7f614f97eea	2008-07-14	2015-11-06	Bog witch uses her powers for good
215794	7b4eb174-0fc9-53ec-863f-6c7286829766	2008-07-14	2015-11-06	Lane closure today and tomorrow on Gilmerton Bridge
215793	e78c64b1-4fbd-5a27-bdab-f60f2946294b	2008-07-14	2015-11-06	Firefighters called to apartment blaze in Newport News
215792	b0a965c5-e2b3-56f4-82ea-bc68612e3a74	2008-07-14	2015-11-06	One person killed in crash in Virginia Beach
215791	71610fab-a1a6-5619-98ff-89ab3d1843ca	2008-07-14		dubious savings from VNG
215790	efa8c203-1b2a-53fd-8b33-c7505bb89bd8	2008-07-14		Statue of young pioneer, Barbara Johns, stands tall
215789	cf607847-263e-5186-bf52-df8c9e721ef5	2008-07-14		Cooler food
215788	e8078fb7-98a1-58d9-842d-239e4e93fce8	2008-07-14		Microblogs: A detail too much?
215787	1e3b2b6d-22f0-5de1-9d26-f8e20377a106	2008-07-14		Funeral in Chesapeake today for former Deep Creek football star
215786	4690b64d-acde-53f6-8842-6c22bc77b9d3	2008-07-14		Alcohol may be factor in Outer Banks crash, police say
215785	2563c48b-bf75-5cf8-953a-35fb408a903c	2008-07-14		Animals get lost in Virginia Beach dispute
215784	d9581fd3-fc24-515e-88b3-3d0c5a488332	2008-07-14		Lip service on vets
215783	742a070a-8655-5f2c-b4ce-c910299f4419	2008-07-14		Generous legacy
215782	23758082-5d41-57e4-a716-3b4c409ca596	2008-07-14		Famed pundit, newsman remembered his roots
215781	5c8a9895-0da9-5114-b39c-ab2a540c7e06	2008-07-14	2015-11-06	Cold-case murder trial set in Suffolk
215780	f47fa12a-1827-5deb-970d-3153ed89773f	2008-07-14		I did it! Sergey Scollan's weight loss story
215779	17236b27-498c-5841-a47d-75e5a122e7da	2008-07-14		Portsmouth park's plans stymied by business's refusal to sell
215778	0b02d931-3188-5854-a6e2-00785644fb5f	2008-07-14		Monday Buzz: Steel yourself
215777	a4e23c96-ff82-5f0a-8ac3-6dc2d2da5567	2008-07-14		Gen Y looking for unique, efficient, open homes
215776	399d1e59-cce7-5611-9fb4-1f043037e06a	2008-07-14		Police looking into Suffolk shooting find evidence of nip joint
215775	acd0daf2-ee03-59b1-ba50-026235a7170a	2008-07-14	2015-11-06	News from Hampton Roads
215774	c6018376-0f3b-5535-a01d-1db90a16ac4b	2008-07-14	2015-11-06	Multitasking hazard
215773	b7cdc0d8-e4c7-5c8b-b612-4a8a8f79ea96	2008-07-14	2015-11-06	Officials' indictments shake rural Gloucester County
215772	90510fb8-8015-595b-b813-037987ef4a15	2008-07-14		Helms stood on principle
215771	300d80c8-f3af-53f1-b17c-97a50848aa94	2008-07-14		Virginia Beach police identify man killed in Sunday night crash
215770	498b3cfc-f282-51f6-8e5e-2f57166143b0	2008-07-14		Retirees, vets need to file tax return to get stimulus check
215769	89f59517-41e2-58cd-b247-1d2bbcbf7715	2008-07-14		Ritter falls at clay court tournament local report
215768	d6d415b3-d1f8-5e4f-9027-1bbd652b528b	2008-07-14		Defaming the flag
215767	c9a076fc-9573-56e8-aa4c-4a23035b521b	2008-07-14		Democrats call on Drake to cancel Rove fundraiser
215766	20cb5adc-242f-573c-9c69-802ac2707b86	2008-07-14		The mother of all vines gives birth to a new wine
215765	8fe732c0-476a-5c65-8e1c-73243f851aca	2008-07-14		Weather service: High risk of rip currents at beaches today
215764	d4e35c47-fb15-5ed1-88bc-21aa6164acf0	2008-07-14		Victoria’s Secret
215763	ea2f8be8-d643-5fcb-b36f-c33e507166d3	2008-07-14		but in Norfolk, it's free
215762	c49d29fc-a26c-5237-95de-ae451e5e03f1	2008-07-14		'Microblogging’ shares your every move with the world
215761	1d3961a3-f470-5b7c-a869-dda3c9065854	2008-07-14		This VA Lifer is for Colorado’s Amendment!
215760	850d37e9-e720-5202-897c-13a370d70b5e	2008-07-14		Hearing held for Suffolk man charged with first-degree murder
215759	6482182f-7ab5-56b4-9480-40d842f996b9	2008-07-14		DMV overcharges
215758	f9c976fc-b355-53bb-b5ec-d7e82f43d43e	2008-07-14		Elderly in road's path warrant special help
215757	01fee80d-d56b-54c2-8e43-5ce74edcc0e1	2008-07-14		Chesapeake Expressway lane closures begin today
215756	197a5d39-9bd6-5c11-9b86-ddc0d63a9c69	2008-07-14		Blind readers open up to joy of books, thanks to library
215755	1ebfacd3-7b66-5618-a85c-78f31eca7278	2008-07-14		What's gotten into the Tides?
215754	4660c586-ed9c-5444-a984-6a08a26d26f2	2008-07-14		Withstanding a late charge, Eustaquio wins Eastern Amateur
215753	f563a263-4fb1-5297-8e88-5b5eca606062	2008-07-14		Man charged with burning house at Pierce's Bar-B-Que
215752	f77480cf-6b08-5b04-a3c0-564b33f4cccf	2008-07-14		Rain prompts flood advisory from National Weather Service
215751	326704bf-dd15-50ec-825d-503cddd2217d	2008-07-14		Correction from The Virginian-Pilot
215750	e9be879b-f036-51a6-9790-1617cd706bbc	2008-07-14		Hampton Roads gets about an inch of rain Monday
215748	c40ab61b-8733-5d45-94e4-9793ca6e3c40	2008-07-15	2016-11-17	Death in NASCAR
215747	a4f55317-9dbd-5a1b-9d65-9232ebd30b7b	2008-07-15		Vans Warped Tour arrives at Verizon Ampitheater
215746	d46196fa-f1ba-5fd8-934e-2cb1c2503514	2008-07-15		See you in the Warped Tour pit
215745	d267cbfd-56c7-534c-95c7-be33a2526486	2008-07-15		Daily Horoscope Tuesday July 15, 2008
215744	f28b52a8-1bc9-58e5-8173-5431d6987971	2008-07-15		'American Idol's' Mandisa in Concert
215743	85d43880-0132-5134-85f6-2e9465d8a085	2008-07-15		Who's playing at Warped Tour
215742	63e9f5dd-4e4e-5fc6-a77d-33fe20434616	2008-07-15	2015-11-06	Neighborhood Close Up: The Alexander at Ghent
215741	37511f67-8dc1-50aa-a627-bdea70faaf14	2008-07-15	2015-11-06	Zimmerman hits two doubles in Single-A rehab assignment
215740	217e3d9e-f861-5343-b4ed-4d3e7a583e33	2008-07-15	2015-11-06	Chesapeake council votes tonight on railroad crossings in South Norfolk
215739	c740ffd6-5ecd-57bb-9627-66c0e9f8b63f	2008-07-15	2015-11-06	My problem seems not so bad considering…
215738	0e360673-f7b1-514c-8c8a-7dc2ef325c9c	2008-07-15	2015-11-06	Pembroke principal gets national honor
215737	fb74ff8a-cace-53cb-a149-360db07890ea	2008-07-15	2015-11-06	The latest on what's happening
215736	81563362-89bf-5ad3-96fc-4cebad4a2cf9	2008-07-15	2015-11-06	Virginia Beach plans 'no U-turn' sign for northbound Birdneck motorists
215735	bfb1b3d9-bed3-582d-b716-c91b8553ed5e	2008-07-15	2015-11-06	Traffic report: Lane closure scheduled for Gilmerton Bridge in Chesapeake
215734	d1b08716-0967-5dad-95ca-be9e1955ad84	2008-07-15	2015-11-06	Beach Hornets reassigned to assist coalition in Afghanistan
215733	b4eb2cfd-d7a6-5d35-a545-94e4788c55a5	2008-07-15	2015-11-06	Weather service: Moderate threat of rip currents today
215732	f259dbe9-0e0f-5929-8aa1-35e76ef92b79	2008-07-15	2015-11-06	15-year-old charged in armed robbery of Norfolk taxi driver
215731	4e85013e-45ee-557e-ada8-a9b495859289	2008-07-15	2015-11-06	Newport News 84-year-old critical after being dragged by trash truck
215730	e7898c47-08c1-5f74-8de3-924dd7c3ea5f	2008-07-15	2015-11-06	Seaport operations company returning to Fort Story
215729	3b4ad156-79bd-5c99-8f1b-91406af25df4	2008-07-15	2015-11-06	Tropical Storm Bertha swells risk of riptides along East Coast
215728	514df7af-a7c1-5a62-968c-8af6fa17cc21	2008-07-15		Norfolk provides more than $300,000 for ailing Waterside complex
215727	2b31f50f-41cb-5c9a-95fd-11111194c885	2008-07-15		Three cheers for Oak Hill player's bid to skirt NBA rule
215726	93e71a55-5236-5b44-9971-56909f033479	2008-07-15		Destroyer Cole to return to Norfolk Naval Station on Friday
215725	ad58fee4-dfdd-5b3c-a860-f73c773ff727	2008-07-15		Woman to be deported after 15-month drug smuggling sentence
215724	e2fbab64-2682-598c-8b5a-f1e102ef6a87	2008-07-15		For pros and amateurs, his club shop is the right fit
215723	d989de21-2019-59d1-b0f2-455856cb7f69	2008-07-15		Dukes of Hazzard
215722	7549ff1e-37dc-5c3d-aafe-5c2cd240c4ae	2008-07-15		Navy announces names for two new Virginia-class subs
215721	8ae158a6-471f-5178-86e2-c83b1e89ef47	2008-07-15		N.C. woman found guilty in credit card case
215720	43086e02-1c61-54d4-9c07-936d5786a0b7	2008-07-15		National day to ride motorcycles to work is this week
215719	01574208-a776-56f8-850c-f7a2ba8f6aac	2008-07-15		Norfolk man dies after being pulled from Chesapeake Bay
215718	f0e0e910-d43e-5ce8-a50f-444845ac8b17	2008-07-15		Waiting on Gods perfect timing!
215717	10e8661f-aa58-5dac-ba9b-1c0c832c1f79	2008-07-15		Fate of Suffolk horse club in City Council’s hands
215716	2f6d9de0-b200-5abe-aaaa-37da39f2d7b7	2008-07-15		Peninsula girl, 12, sharp in her debut at nationals
215715	2a03a4a8-d1a0-5947-8194-a46a2877c574	2008-07-15		Virginia Beach girl wins gold medal in U.S. Transplant Games
215714	a88cd81b-8f65-5034-8943-8cbba9249bb3	2008-07-15		Norfolk's plan for Bay Oaks mixes park space, homes
215713	fee5241c-00df-58c4-bdab-53368a7eaa3a	2008-07-15	2015-11-06	Landmark announces sale of Nashville TV station
215712	a28b211b-0547-512f-a9f5-aff0c5b2df34	2008-07-15		An embarassment of fishes
215711	081c3ba1-a6d7-59dd-8b01-db04b8043a6a	2008-07-15		Arrest made in Bertie County, N.C. teen's death
215710	47be56de-f137-5e87-81bf-69895af5a1a5	2008-07-15		Group offers safe way to have fun with guns
215709	4e817caf-6725-5602-98e2-a53f11546228	2008-07-15		Gloucester County 'reformers' need own dose of reform
215708	265a6b2a-4cd4-555c-9b9d-3fb85a5e66b0	2008-07-15		Local marine writes of his time at war
215707	dadc79d7-4cc9-537c-9237-194a0d8fd4f0	2008-07-15		Sure, Hampton Roads has its problems, but we can solve them
215706	25907274-1a00-5c37-a015-ee47933a3517	2008-07-15		Park here and the rest of you shut up.
215705	79a6208c-bf75-5744-a597-1e5159ca08f5	2008-07-15		Metal prices sway scrap yards to pay big for four junk vessels
215704	5e136961-8d3a-5972-a8c6-56098ab7aaa7	2008-07-15		Corrections from The Virginian-Pilot
215703	50490cf1-bcf1-5fbf-9b00-b3ffad423b78	2008-07-15		Motorcyclist killed in crash Tuesday in Chesapeake
215702	cae24430-58e4-5d80-9349-55f1d60411ce	2008-07-15		Anheuser-Busch theme parks are likely to be sold after takeover
215701	49c776f1-679b-5655-a832-466d09408877	2008-07-15		Summer theater class ends with Roaring '20s musical
215700	4cc92bd7-2680-5a50-af5b-ffcfb310987b	2008-07-15		Get Your Black Acts in Gear, "Bro"
215699	0d946cfc-8e95-533b-99e7-9f7374d0c3ae	2008-07-15		Chesapeake police arrest two in armed robberies
215698	fd4b198a-87f3-57f7-9055-fe4498dd2818	2008-07-15		Norfolk police officer charged with DUI in Friday crash
215697	21ac188f-9b36-5cbd-a826-2fece1d5b847	2008-07-15		Housing authority: St. Paul's Quadrant project moving too fast
215696	fe7277d9-d7ff-5316-bdd8-ba5f4443cae7	2008-07-15		Dismal Swamp crews have new fire contained
215695	249555e7-5b02-50c9-bf6a-09efd3f9f8ec	2008-07-15		These pit bulls are not famous, but they still need homes
215694	d9c80da2-9563-53b6-ac03-a41dad05123d	2008-07-16		Court changes at ODU
215693	9d0ee7dc-a2a9-5e18-9df4-efdd3917fc50	2008-07-16	2016-11-17	Quick hits
215692	0880dbc9-9d66-5193-9998-47f05c5166d5	2008-07-16		White Layer Cake
215691	d486e1c8-8b0f-56c0-abda-853003a8a2c8	2008-07-16		Review: All 'Warped' but still able to rock
215690	f544d0b1-c814-58ad-b9df-a511d19e366d	2008-07-16		Daily Horoscope Wednesday July 16, 2008
215689	ae26e57b-43f1-56eb-bcf1-488b2db75d78	2008-07-16		Teens get Warped at Tour
215688	de59c67b-8a89-5725-9e21-2bfd2b9fa584	2008-07-16		Mama D’s Fabulous Fig cake
215687	8b08be75-21b3-5994-9e03-2158ef0b0e08	2008-07-16		Batty over 'Dark Knight' premiere
215686	1420aa19-c411-5de8-b7e6-f9e3a8c9d6c4	2008-07-16	2015-12-10	Young athletes take cues from gridiron legends
215685	5ac33fb8-1c76-5227-a472-3983f9995f1d	2008-07-16	2015-12-10	Cox High School's soccer coach is drawing the line
215684	04300457-6ada-5b97-b9ac-9c59c623065c	2008-07-16	2015-11-06	No parking in Olde Towne
215683	dbafa803-c7d9-5c0b-bc19-2cb0e57730dc	2008-07-16	2015-11-06	Suffolk school board vacancy creates issues ahead of election
215682	d2c16d93-2211-5c7d-9900-cf1ba0bcd3b9	2008-07-16	2015-11-06	A tale of two green houses in Hampton Roads
215681	4e4e499f-fba1-59d6-aecc-ec1b2f7a73f6	2008-07-16	2015-11-06	Chesapeake's city attorney gives a hoot both day and night
215680	f632d7d1-0871-544a-8254-b1ff09e54017	2008-07-16	2015-11-06	Police identify pedestrian killed by vehicle in Virginia Beach
215679	9d6c516e-0f13-54fa-93b9-4a7f02051265	2008-07-16	2015-11-06	Reasons for low ratings
215678	b8b9b043-09a3-5dcb-ba6c-6eb72e8ce680	2008-07-16	2015-11-06	Suffolk set to vote on waiver on land-transfer rule
215677	50ab9e19-e211-518b-9887-847a6f577769	2008-07-16	2015-11-06	Correction from The Virginian-Pilot
215676	e3e17354-5482-54ef-a80d-c28f8bcaef49	2008-07-16	2015-11-06	Rec centers without equal
215675	eaafab4a-16c3-50b6-9fa1-5ae6f7ed5c1e	2008-07-16	2015-11-06	Committee clears Bank of the Commonwealth of allegations
215674	8b48b40c-d910-54b1-83b5-d588e36fc8fe	2008-07-16		Economy has Sandlers putting big development plans on hold
215673	f3b5a001-bec7-5406-9edf-2e50adc1f5f1	2008-07-16		Student-athletes’ advantage
215672	792a6909-b769-5d77-b51b-9c0bd6aa605b	2008-07-16		PHOTOS: Beach police looking for man who used knife to rob bank
215671	45d8ae8c-657f-50bf-8ecf-6abd748f3f27	2008-07-16		Local seniors get higher than a kite
215670	0707bc55-a639-5f4a-83a9-040104d40fca	2008-07-16		A surprise
215669	610dbe35-7384-58cb-b347-86a98f9a0a20	2008-07-16		New Bon Secours CEO says he's open to talk about DePaul
215668	3f0f7d82-7519-54cb-addf-fa407b9f33ab	2008-07-16		Mark Your Calendar!
215667	04f22601-1e9a-5017-bcd0-cef8684da64c	2008-07-16		OT & the Ancient Chinese Language
215666	ae7ceb4a-f0e3-5592-83fc-4613e7507427	2008-07-16		Gloucester man charged with raping child under 13
215665	9ba45fbb-286d-548c-92c3-1903e6885a94	2008-07-16		Former pro baseball standout Chuck Stobbs dies at 79
215664	aac129c6-6d6f-526b-adfe-1c0e992156ab	2008-07-16		Chesapeake police collect DNA evidence in sexual assault investigation
215663	f7ccfdc5-cc10-5587-be1f-3c512998f035	2008-07-16		Formerly the Department
215662	c328927f-1fa4-5e00-b6e1-4dc83d355b51	2008-07-16		Satire lost on America
